Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_23_537.jpg;9.049366;1;0;0.5005909;145.2446;95.44799;1.118395;90.2157;0.007482566
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_23_585.jpg;11.29806;1;0;0.5214264;145.243;95.4697;1.144192;90.52203;0.01879252
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_23_636.jpg;13.50621;1;0;0.5782626;145.2395;95.50483;1.194982;91.12845;0.02857337
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_23_686.jpg;15;1;0;0.5970088;145.2367;95.52857;1.189348;91.54761;0.02228045
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_23_736.jpg;15;1;0;0.6474162;145.2313;95.56726;1.184966;92.30231;0.000188229
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_23_786.jpg;15;1;0;0.6719814;145.2271;95.59461;1.183223;92.81259;359.9942
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_23_835.jpg;15;1;0;0.7227266;145.2199;95.63779;1.190879;93.77228;359.9927
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_23_887.jpg;12.74879;1;0;0.7683035;145.2147;95.66845;1.20047;94.40964;359.9923
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_23_937.jpg;10.54905;1;0;0.8110131;145.2067;95.7168;1.209649;95.28653;359.993
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_23_987.jpg;8.303192;1;0;0.8566186;145.2012;95.75101;1.220519;95.75507;359.9937
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_037.jpg;6.037036;1;0;0.9052097;145.193;95.80512;1.235888;96.23569;-0.004084403
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_086.jpg;3.758776;1;0;0.9400073;145.1876;95.84273;1.237365;96.46362;-0.003331141
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_136.jpg;1.511206;1;0;0.9897977;145.1798;95.90144;1.226795;96.66177;-0.002405978
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_187.jpg;0;1;0;1.021907;145.1749;95.94213;1.213873;96.6973;-0.001637392
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_236.jpg;0;1;0;1.069162;145.1677;96.00554;1.213026;96.68307;-0.00101463
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_286.jpg;0.7470462;1;0;1.098814;145.1626;96.04971;1.225966;96.65494;-0.0005158241
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_336.jpg;3.009599;1;0;1.143554;145.154;96.11794;1.232013;96.74359;-0.001536354
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_386.jpg;5.209741;1;0;1.173113;145.1475;96.16457;1.224237;96.94537;-0.002741186
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_436.jpg;7.46937;1;0;1.220775;145.1359;96.23689;1.222723;97.44302;-0.00278926
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_486.jpg;9.758612;1;0;1.253762;145.1268;96.28653;1.223929;97.89444;0.004191264
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_537.jpg;11.96456;1;0;1.297777;145.1107;96.36274;1.223912;98.81946;0.02827163
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_586.jpg;14.24012;1;0;1.327425;145.0983;96.41463;1.220131;99.58237;0.04975006
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_636.jpg;15;1;0;1.370458;145.0773;96.49358;1.184615;100.9116;0.07525835
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_686.jpg;13.5195;1;0;1.400666;145.0619;96.54732;1.156279;101.8047;0.0901356
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_736.jpg;11.24713;1;0;1.448303;145.0376;96.63027;1.128031;102.991;0.09750737
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_786.jpg;9.0231;1;0;1.479665;145.0208;96.68723;1.121149;103.6668;0.09163253
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_835.jpg;6.765943;1;0;1.526654;144.9947;96.77548;1.143255;104.48;0.07422613
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_886.jpg;4.502939;1;0;1.557485;144.9771;96.83607;1.172297;104.8865;0.04820169
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_935.jpg;2.2785;1;0;1.604305;144.9503;96.92984;1.244591;105.2701;-0.002556841
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_24_986.jpg;1.474757;1;0;1.633428;144.9318;96.99358;1.284275;105.4255;-0.004164286
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_036.jpg;3.75891;1;0;1.680162;144.9032;97.09087;1.314876;105.708;-0.003389533
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_086.jpg;6.00216;1;0;1.711082;144.8831;97.15659;1.311777;106.027;-0.00432954
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_136.jpg;6.720901;1;0;1.756151;144.8506;97.2562;1.274476;106.7346;-0.002820645
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_186.jpg;4.481431;1;0;1.787662;144.8281;97.32404;1.253877;107.1655;-0.004702684
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_236.jpg;2.18031;1;0;1.833244;144.7935;97.42868;1.262714;107.5887;-0.003378122
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_287.jpg;0;1;0;1.862985;144.7703;97.50019;1.282483;107.7158;-0.002751681
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_335.jpg;0;1;0;1.907193;144.7356;97.60947;1.292496;107.7512;-0.001317428
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_387.jpg;0;1;0;1.937736;144.7122;97.6837;1.291171;107.748;-0.001128335
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_435.jpg;0;1;0;1.983346;144.6763;97.79728;1.293861;107.739;-0.001120623
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_486.jpg;0;1;0;2.013384;144.652;97.87445;1.296697;107.7305;-0.001110791
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_536.jpg;0.7510936;1;0;2.057361;144.6147;97.9923;1.300352;107.734;-0.001152238
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_586.jpg;2.970045;1;0;2.087651;144.5889;98.07215;1.304897;107.8378;-0.001945254
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_636.jpg;5.203124;1;0;2.130737;144.5479;98.19312;1.295827;108.2732;0.0002550234
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_686.jpg;7.488449;1;0;2.160023;144.5185;98.27457;1.288343;108.7476;0.0151703
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_736.jpg;9.70173;1;0;2.201305;144.4709;98.39744;1.266371;109.7666;0.06258558
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_785.jpg;11.95519;1;0;2.228421;144.4368;98.47942;1.228664;110.6411;0.1018989
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_837.jpg;14.20029;1;0;2.268006;144.3812;98.60186;1.132405;112.2625;0.1890412
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_886.jpg;15;1;0;2.293849;144.3411;98.68301;1.043971;113.5022;0.2674529
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_936.jpg;15;1;0;2.33406;144.2769;98.80431;0.8842719;115.4341;0.402518
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_25_986.jpg;13.51288;1;0;2.360973;144.2316;98.88503;0.7648224;116.7076;0.4988651
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_035.jpg;11.26914;1;0;2.404197;144.1606;99.00676;0.5832411;118.4001;0.6315879
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_086.jpg;8.994209;1;0;2.433268;144.1112;99.08865;0.4769688;119.3581;0.7183548
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_136.jpg;6.72972;1;0;2.476367;144.0348;99.21313;0.3452171;120.5005;0.8239341
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_186.jpg;4.498304;1;0;2.504706;143.9825;99.29734;0.2760042;121.0783;0.8716359
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_236.jpg;2.234399;1;0;2.547135;143.9026;99.42596;0.2030636;121.6378;0.8967444
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_286.jpg;0;1;0;2.575022;143.8485;99.51344;0.1816906;121.8173;0.8845623
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_336.jpg;0;1;0;2.616703;143.7658;99.64742;0.2076553;121.8856;0.8421467
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_386.jpg;0;1;0;2.643945;143.7096;99.73837;0.2593362;121.8926;0.8020069
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_436.jpg;0;1;0;2.684796;143.6237;99.87717;0.3808193;121.8882;0.7244481
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_486.jpg;0;1;0;2.711443;143.5658;99.97117;0.4781989;121.8753;0.6538401
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_536.jpg;0;1;0;2.75274;143.4776;100.1142;0.6414841;121.8575;0.5238752
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_586.jpg;0;1;0;2.780069;143.418;100.2109;0.7628953;121.845;0.4279707
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_636.jpg;1.48986;1;0;2.821699;143.3271;100.3577;0.9569893;121.8766;0.2794003
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_686.jpg;3.767578;1;0;2.84851;143.265;100.4562;1.084238;122.048;0.1897161
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_736.jpg;6.012;1;0;2.889167;143.1686;100.604;1.257927;122.6375;0.08447357
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_787.jpg;8.223478;1;0;2.915828;143.1023;100.7021;1.344519;123.2499;0.02966525
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_836.jpg;10.48221;1;0;2.955468;142.999;100.8473;1.392167;124.5555;359.9876
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_886.jpg;12.76132;1;0;2.9827;142.927;100.9426;1.377477;125.6388;0.006240567
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_936.jpg;14.95813;1;0;3.019753;142.814;101.0824;1.293278;127.6015;0.1019649
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_26_986.jpg;12.65904;1;0;3.044255;142.736;101.174;1.189869;128.9879;0.1747217
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_036.jpg;10.44157;1;0;3.086112;142.6152;101.3101;1.008119;130.8273;0.3089199
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_086.jpg;8.195307;1;0;3.11314;142.5322;101.4003;0.8808347;131.8548;0.4080381
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_136.jpg;5.901611;1;0;3.1546;142.4047;101.5357;0.699132;133.0534;0.5558873
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_186.jpg;3.665652;1;0;3.181518;142.3179;101.6263;0.5867681;133.641;0.641865
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_236.jpg;1.42123;1;0;3.221579;142.1857;101.7636;0.4412673;134.1757;0.7342795
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_286.jpg;0;1;0;3.247989;142.0962;101.8563;0.3665084;134.3336;0.7699685
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_336.jpg;0;1;0;3.28744;141.9597;101.9973;0.3083104;134.4044;0.8046107
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_386.jpg;0;1;0;3.313188;141.8674;102.0925;0.2998641;134.4099;0.810401
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_436.jpg;0;1;0;3.351354;141.727;102.2371;0.3257215;134.403;0.790274
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_486.jpg;0;1;0;3.377167;141.6322;102.3347;0.3650785;134.3934;0.7580366
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_536.jpg;0;1;0;3.416446;141.4883;102.4829;0.4530973;134.3752;0.6843014
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_586.jpg;0;1;0;3.442183;141.3912;102.5828;0.5330269;134.3657;0.6244749
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_636.jpg;0;1;0;3.480673;141.2439;102.7344;0.674931;134.3463;0.516192
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_686.jpg;0;1;0;3.505676;141.1448;102.8366;0.7813599;134.3305;0.4332947
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_736.jpg;0;1;0;3.544615;140.9946;102.9915;0.9592636;134.3042;0.3013489
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_786.jpg;0;1;0;3.570237;140.8934;103.0958;1.085258;134.2859;0.2079132
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_836.jpg;0;1;0;3.60784;140.7405;103.2539;1.278259;134.2514;0.06048262
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_886.jpg;0;1;0;3.634341;140.6375;103.3598;1.398693;134.2443;-0.004653546
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_936.jpg;0;1;0;3.672336;140.4819;103.5176;1.464025;134.2529;-0.004815575
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_27_986.jpg;0;1;0;3.703605;140.3783;103.6235;1.44075;134.2328;-0.002650364
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_036.jpg;0;1;0;3.743422;140.222;103.7844;1.41368;134.2148;-0.001778365
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_086.jpg;0;1;0;3.768729;140.1169;103.8928;1.408726;134.2035;-0.001657942
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_136.jpg;2.255311;1;0;3.806478;139.9576;104.0568;1.418472;134.2906;-0.002029882
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_186.jpg;4.5153;1;0;3.831633;139.8498;104.1665;1.42916;134.504;-0.003211081
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_236.jpg;2.231955;1;0;3.869013;139.686;104.3312;1.428729;134.9375;-0.004421894
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_285.jpg;0.03078103;1;0;3.894837;139.5757;104.4419;1.433918;135.1302;-0.00325064
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_336.jpg;0;1;0;3.93188;139.409;104.6092;1.444083;135.229;-0.002298822
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_387.jpg;0;1;0;3.95746;139.2969;104.7216;1.446038;135.2481;-0.001443764
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_437.jpg;0;1;0;3.995768;139.1274;104.8914;1.448294;135.2449;-0.001665711
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_487.jpg;0;1;0;4.020879;139.0135;105.0055;1.450788;135.2349;-0.001648045
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_535.jpg;0;1;0;4.058606;138.8413;105.1779;1.452567;135.2175;-0.001182376
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_586.jpg;0;1;0;4.082888;138.7256;105.2937;1.455268;135.2027;-0.001293831
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_636.jpg;0;1;0;4.120781;138.5508;105.4689;1.457529;135.1796;-0.001703563
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_686.jpg;0;1;0;4.145626;138.4335;105.5865;1.459385;135.1646;-0.001711197
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_736.jpg;0;1;0;4.182268;138.2561;105.7644;1.462531;135.1429;-0.001339474
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_786.jpg;0;1;0;4.207334;138.1371;105.8839;1.466485;135.1262;-0.001724921
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_836.jpg;0;1;0;4.243791;137.9572;106.0646;1.471569;135.1033;-0.001364834
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_886.jpg;0;1;0;4.268379;137.8365;106.1859;1.472655;135.0878;-0.001380367
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_936.jpg;0;1;0;4.305668;137.6543;106.3692;1.475324;135.0645;-0.001277402
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_28_985.jpg;0;1;0;4.329437;137.5319;106.4923;1.47698;135.0478;-0.001392968
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_29_036.jpg;0;1;0;4.36585;137.3472;106.6784;1.478676;135.0218;-0.001904549
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_29_086.jpg;0;1;0;4.390847;137.2232;106.8033;1.480772;135.0071;-0.001305375
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_29_136.jpg;0;1;0;4.426384;137.036;106.9921;1.486018;134.9808;-0.001420944
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_29_186.jpg;0;1;0;4.450574;136.9105;107.1189;1.486197;134.9641;-0.001429004
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_29_236.jpg;0;1;0;4.486924;136.7209;107.3104;1.492879;134.9363;-0.001819209
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_29_285.jpg;0;1;0;4.511236;136.5937;107.4389;1.49207;134.9158;-0.001305115
